region_name_1_20000,prefecture,region_name_10km,mesh_10km,number_of_factories,number_of_workers,shipment
窪川,unknown_prefecture,unknown_name,493360,1,56,0
窪川,unknown_prefecture,unknown_name,493361,20,290,179147
窪川,unknown_prefecture,unknown_name,493370,1,80,0
窪川,unknown_prefecture,unknown_name,493371,14,282,5539
窪川,unknown_prefecture,unknown_name,493372,1,12,0
紋別,unknown_prefecture,unknown_name,664302,2,18,0
紋別,北海道,遠軽,664304,16,251,393307
紋別,北海道,佐呂間,664306,4,62,0
紋別,北海道,浜佐呂間,664307,4,62,0
紋別,北海道,上湧別,664314,6,218,0
紋別,北海道,芭露,664315,3,38,0
紋別,北海道,サロマ湖,664316,3,314,0
紋別,北海道,滝上,664320,6,43,0
紋別,北海道,北見滝下,664321,1,20,0
紋別,北海道,上渚滑,664322,3,32,0
紋別,北海道,中湧別,664324,22,293,936626
紋別,北海道,登栄床,664325,6,103,0
紋別,北海道,中宇津々,664331,1,4,0
紋別,北海道,中渚滑,664332,2,40,0
紋別,北海道,小向,664333,3,63,74069
紋別,北海道,秋里,664340,1,9,0
紋別,北海道,紋別,664342,67,1676,2883999
紋別,北海道,興部,664350,7,178,636107
紋別,北海道,沙留,664351,10,250,402491
紋別,北海道,沢木,664360,5,53,223683
網走,北海道,卯原内,664400,1,18,0
網走,北海道,能取湖,664401,8,93,73043
網走,北海道,網走,664402,34,591,1736775
網走,北海道,宇登呂,664407,1,6,0
網走,北海道,常呂,664410,9,106,67149
羽幌,北海道,小平,664105,1,27,0
羽幌,北海道,港町,664115,1,13,0
羽幌,北海道,力昼,664125,1,6,0
羽幌,北海道,苫前,664135,5,53,0
羽幌,北海道,羽幌,664145,13,184,153093
羽幌,unknown_prefecture,unknown_name,664166,2,23,0
苫小牧,北海道,室蘭,634130,19,3115,38179380
苫小牧,北海道,室蘭東北部,634140,86,1532,1988564
苫小牧,北海道,鷲別岳,634150,2,61,0
苫小牧,北海道,登別温泉,634151,36,689,931775
苫小牧,北海道,登別温泉,634152,5,42,14726
苫小牧,北海道,飛生,634161,4,55,0
苫小牧,北海道,白老,634162,25,1025,5064716
苫小牧,北海道,鵡川,634167,6,140,0
苫小牧,北海道,蟠溪,634170,1,4,0
苫小牧,北海道,森野,634172,2,25,0
苫小牧,北海道,錦岡,634173,5,75,0
苫小牧,北海道,苫小牧,634174,51,2170,11208634
苫小牧,北海道,勇払,634175,95,6347,28763240
苫小牧,北海道,上厚真,634176,5,413,0
苫小牧,北海道,軽舞,634177,2,19,0
西郷,島根,浦郷/菱浦,543310,3,34,0
西郷,島根,都万/西郷,543322,16,139,69483
西郷,島根,隠岐北方,543331,1,7,0
西郷,島根,隠岐北方/布施,543332,1,18,0
見島,島根,飯浦,523105,1,95,0
見島,島根,益田,523106,46,1142,772157
見島,島根,仙道郷,523107,9,464,0
見島,山口,見島,523111,1,5,0
見島,unknown_prefecture,unknown_name,523117,13,371,0
豊橋,愛知,佐久島,523700,18,218,196991
豊橋,愛知,野田/老津,523701,1,7,0
豊橋,愛知,老津,523702,184,24336,59762946
豊橋,愛知,二川,523703,334,19219,64117811
豊橋,unknown_prefecture,unknown_name,523704,257,16345,34761031
豊橋,静岡,浜松,523705,556,18096,54786934
豊橋,静岡,磐田,523706,922,27579,59837327
豊橋,静岡,袋井,523707,247,20781,84661127
豊橋,愛知,吉田,523710,193,4985,4407532
豊橋,愛知,蒲郡,523711,311,8446,21102439
豊橋,愛知,小坂井,523712,425,14179,43763047
豊橋,愛知,豊橋,523713,388,9472,17803628
豊橋,静岡,三ヶ日,523714,46,1053,2212059
豊橋,静岡,気賀,523715,422,18594,54607230
豊橋,静岡,笠井,523716,549,22699,45217173
豊橋,静岡,山梨,523717,245,10942,31411031
豊橋,愛知,西尾,523720,735,36210,140310989
豊橋,愛知,幸田,523721,213,23165,123263093
豊橋,愛知,御油,523722,97,8288,25191586
豊橋,愛知,新城,523723,187,7409,30942315
豊橋,愛知,三河富岡,523724,63,2660,6907567
豊橋,静岡,伊平,523725,16,293,0
豊橋,静岡,二俣,523726,109,4321,11033522
豊橋,静岡,森,523727,30,496,466711
豊橋,愛知,安城,523730,599,54291,132897443
豊橋,愛知,岡崎,523731,530,19380,97988062
豊橋,愛知,三河宮崎,523732,34,1150,2790233
豊橋,愛知,高里,523733,10,241,0
豊橋,愛知,三河大野,523734,44,1607,6809552
豊橋,静岡,熊,523735,10,91,0
豊橋,静岡,秋葉山,523736,4,33,41987
豊橋,静岡,犬居,523737,18,275,12318
豊橋,愛知,知立,523740,698,62990,331587760
豊橋,愛知,豊田南部,523741,358,55655,787294922
豊橋,愛知,東大沼,523742,23,379,0
豊橋,愛知,三河湖,523743,7,137,0
豊橋,愛知,海老,523744,4,55,0
豊橋,愛知,三河本郷,523745,10,111,67353
豊橋,静岡,中部,523746,9,79,0
豊橋,静岡,気田,523747,4,114,0
豊橋,愛知,平針,523750,366,16670,42175639
豊橋,愛知,豊田北部,523751,200,17035,33139271
豊橋,愛知,足助,523752,15,278,0
豊橋,愛知,寧比曽岳,523753,1,5,0
豊橋,愛知,田口,523754,6,182,0
豊橋,愛知,見出,523755,6,78,0
豊橋,静岡,佐久間,523756,6,80,0
豊橋,愛知,瀬戸,523760,706,20539,66306752
豊橋,愛知,猿投山,523761,105,3938,11500382
豊橋,愛知,小渡,523762,22,898,0
豊橋,愛知,川ヶ渡,523763,8,66,0
豊橋,愛知,根羽,523764,11,299,436148
豊橋,長野,三河大谷,523766,2,16,0
豊橋,静岡,水窪湖,523767,3,26,0
豊橋,愛知,高蔵寺,523770,212,7605,16077378
豊橋,岐阜,多治見,523771,398,7295,11379920
豊橋,岐阜,猿爪,523772,48,719,345755
豊橋,岐阜,明智,523773,24,1149,1569254
豊橋,長野,横道,523774,6,144,0
豊橋,長野,平谷,523775,3,38,0
豊橋,長野,満島,523776,11,396,258377
豊橋,長野,伊那和田,523777,4,52,0
輪島,石川,皆月,563606,3,27,0
輪島,石川,輪島,563607,73,671,431916
那覇,沖縄,糸満,392715,149,3573,3950560
那覇,沖縄,知念,392716,24,609,962020
那覇,沖縄,座間味,392722,3,15,0
那覇,沖縄,那覇,392725,298,6025,6737548
那覇,沖縄,与那原,392726,101,2659,3143679
那覇,沖縄,大謝名,392735,35,1078,3345128
那覇,沖縄,沖縄市南部,392736,151,2947,4797938
那覇,沖縄,屋慶名,392737,9,76,91263
那覇,沖縄,高志保,392745,24,290,92815
那覇,沖縄,沖縄市北部,392746,145,2823,3133973
那覇,沖縄,宮城島,392747,2,16,0
那覇,沖縄,残波岬,392755,2,26,0
那覇,沖縄,石川,392756,25,394,81768
那覇,沖縄,金武,392757,9,90,0
那覇,沖縄,粟国島,392761,3,12,2071
那覇,沖縄,石川,392766,2,25,0
那覇,沖縄,名護南部,392767,10,392,1800708
那覇,沖縄,粟国島,392771,2,19,0
那覇,沖縄,名護,392777,47,851,638188
酒田,山形,三瀬,583905,9,237,119119
酒田,山形,鶴岡,583906,197,9739,20031254
酒田,山形,羽黒山,583907,20,731,17020
酒田,山形,湯野浜,583915,1,14,0
酒田,山形,湯野浜,583916,37,1372,2282754
酒田,山形,藤島,583917,47,826,752003
酒田,山形,酒田南部,583926,113,4981,9750307
酒田,山形,余目,583927,67,1805,1222538
酒田,山形,酒田北部,583936,74,2356,3593063
酒田,山形,羽後観音寺,583937,19,335,161739
酒田,山形,十里塚,583946,1,4,0
酒田,unknown_prefecture,unknown_name,583947,11,166,0
酒田,unknown_prefecture,unknown_name,583957,3,44,0
酒田,unknown_prefecture,unknown_name,583967,43,2162,7268218
酒田,unknown_prefecture,unknown_name,583977,46,3418,1975736
野母崎,熊本,大江,482937,3,17,0
野母崎,熊本,天草高浜,482947,2,33,0
野母崎,長崎,野母,482966,9,122,8013
野母崎,長崎,肥前高島,482976,21,256,172929
野辺地,青森,銀南木,614100,1,28,0
野辺地,青森,七戸,614101,29,649,231424
野辺地,青森,三沢,614102,20,1362,62405
野辺地,青森,浜三沢,614103,16,997,50838
野辺地,青森,上清水目,614110,1,13,0
野辺地,青森,乙供,614111,9,262,0
野辺地,青森,甲地,614112,2,26,0
野辺地,青森,六川目,614113,1,11,0
野辺地,青森,狩場沢,614120,9,447,414379
野辺地,青森,野辺地,614121,7,112,11931
野辺地,青森,平沼,614122,4,168,0
野辺地,青森,清水川,614130,8,217,456971
野辺地,青森,戸鎖,614132,4,2482,0
野辺地,青森,陸奥横浜,614141,1,10,0
野辺地,青森,陸奥横浜,614142,2,18,0
野辺地,青森,有畑,614152,5,569,0
野辺地,青森,有畑,614153,3,32,0
野辺地,青森,戸沢,614160,3,16,0
野辺地,青森,城ヶ沢,614161,1,13,0
野辺地,青森,近川,614162,2,16,0
野辺地,青森,近川,614163,1,19,0
野辺地,青森,むつ,614171,29,1421,611919
野辺地,青森,蒲野沢,614172,1,11,0
金沢,福井,越前蒲生,543600,17,154,111120
金沢,福井,福井,543601,366,7955,11407992
金沢,福井,永平寺,543602,74,1485,1341242
金沢,福井,山王,543603,55,1303,2455267
金沢,福井,越前勝山,543604,44,1487,729307
金沢,岐阜,新淵,543607,6,50,0
金沢,福井,鮎川,543610,33,1414,7522275
金沢,福井,越前森田,543611,252,7728,11506254
金沢,福井,丸岡,543612,194,3801,5847392
金沢,福井,龍谷,543613,2,24,0
金沢,福井,北谷,543614,1,17,0
金沢,石川,加賀市ノ瀬,543615,2,22,0
金沢,岐阜,御母衣,543617,3,48,0
金沢,福井,三国,543620,12,393,2057857
金沢,福井,三国,543621,126,4851,11754977
金沢,福井,越前中川,543622,40,1362,4656865
金沢,石川,加賀丸山,543624,1,5,0
金沢,石川,白峰,543625,6,44,36146
金沢,岐阜,平瀬,543627,4,31,0
金沢,福井,北潟,543631,4,47,0
金沢,石川,大聖寺,543632,153,4808,4764702
金沢,石川,動橋,543633,95,2077,2992976
金沢,石川,市原,543635,1,6,0
金沢,岐阜,鳩谷,543637,1,5,0
金沢,石川,片山津温泉,543642,25,979,1409583
金沢,石川,小松,543643,294,11683,42241061
金沢,石川,別宮,543644,51,1464,2251896
金沢,石川,口直海,543645,4,30,0
金沢,富山,上梨,543647,5,50,0
金沢,石川,美川,543653,203,6080,12101313
金沢,石川,粟生,543654,248,14279,40131758
金沢,石川,鶴来,543655,18,248,324119
金沢,富山,湯涌,543656,3,27,0
金沢,富山,下梨,543657,12,215,9313
金沢,石川,松任,543664,524,16080,32169800
金沢,石川,金沢,543665,259,6546,11304178
金沢,富山,福光,543666,40,561,679027
金沢,富山,城端,543667,169,5268,9694101
金沢,石川,金石,543674,109,2774,4269973
金沢,unknown_prefecture,unknown_name,543675,276,5866,6310027
金沢,富山,倶利伽羅,543676,59,2496,4173928
金沢,富山,砺波,543677,222,7076,13891241
釧路,北海道,白糠,644430,17,236,511620
釧路,北海道,庶路,644431,21,1376,1318285
釧路,北海道,釧路港,644432,27,680,1167588
釧路,北海道,釧路,644433,49,944,974223
釧路,北海道,尻羽岬,644436,1,9,0
釧路,北海道,山花,644441,8,720,2356267
釧路,北海道,大楽毛,644442,94,2610,6655154
釧路,北海道,遠矢,644443,37,671,623036
釧路,北海道,上尾幌,644444,1,11,0
釧路,北海道,尾幌,644445,2,18,0
釧路,北海道,厚岸,644446,35,733,1444072
釧路,北海道,阿寒,644451,8,102,0
釧路,北海道,下幌呂,644452,1,8,0
釧路,北海道,塘路湖,644454,1,8,0
釧路,北海道,糸魚沢,644457,1,5,0
釧路,北海道,布伏内,644460,2,12,0
釧路,北海道,鶴居,644462,4,20,0
釧路,北海道,中チャンベツ,644465,1,5,0
釧路,北海道,標茶,644474,6,57,0
長岡,新潟,柏崎,563804,198,8237,21574180
長岡,新潟,塚野山,563805,15,559,24961
長岡,新潟,片貝,563806,151,7281,8570151
長岡,新潟,半蔵金,563807,2,15,0
長岡,新潟,宮川,563814,3,25,26448
長岡,新潟,西山,563815,27,800,437045
長岡,新潟,長岡,563816,382,11230,23581882
長岡,新潟,栃尾,563817,92,1840,1624767
長岡,新潟,出雲崎,563825,21,478,529778
長岡,新潟,与板,563826,75,2890,8938320
長岡,新潟,見附,563827,165,5191,7974424
長岡,新潟,寺泊,563836,113,3708,3796450
長岡,unknown_prefecture,unknown_name,563837,850,16976,31967314
長岡,新潟,弥彦,563846,58,1690,2532586
長岡,新潟,越後吉田,563847,353,8634,18525177
長岡,新潟,小木,563852,7,151,0
長岡,新潟,角田山,563856,15,208,44107
長岡,新潟,巻,563857,82,2253,1849832
長岡,新潟,羽茂本郷,563862,4,210,0
長岡,新潟,赤泊,563863,6,115,0
長岡,新潟,内野,563867,31,497,205193
長岡,新潟,河原田,563871,1,8,0
長岡,新潟,河原田,563872,17,557,546388
長岡,新潟,畑野,563873,10,272,0
長岡,新潟,岩首,563874,1,10,0
長崎,長崎,長崎西南部,492906,116,10400,55488774
長崎,長崎,長崎東南部,492907,59,912,686645
長崎,長崎,三重,492915,1,10,0
長崎,長崎,長崎西北部,492916,130,3729,7198954
長崎,長崎,長崎東北部,492917,65,1396,1247217
長崎,長崎,奈良尾,492920,3,30,0
長崎,長崎,神浦,492925,2,33,0
長崎,長崎,長浦,492926,57,1470,1480501
長崎,長崎,大村,492927,25,334,107565
長崎,長崎,有川,492930,25,189,79092
長崎,長崎,友住,492931,1,5,0
長崎,長崎,板浦,492935,12,140,68480
長崎,長崎,喰場,492936,5,75,0
長崎,長崎,武留路山,492937,78,3962,7149262
長崎,長崎,立串,492940,13,113,4543
長崎,長崎,蛎浦,492944,6,242,614806
長崎,長崎,面高,492945,21,1877,15594004
長崎,長崎,川棚,492946,24,1287,2436742
長崎,長崎,彼杵,492947,26,547,601643
長崎,長崎,佐世保南部,492955,55,2405,8981015
長崎,長崎,早岐,492956,116,2844,2718460
長崎,佐賀,嬉野,492957,121,2480,851169
長崎,長崎,野子,492962,1,4,0
長崎,長崎,志々伎,492963,10,121,13712
長崎,長崎,楠泊,492964,42,465,141221
長崎,長崎,佐世保北部,492965,71,1737,713630
長崎,長崎,蔵宿,492966,85,1830,2313177
長崎,佐賀,有田,492967,110,1608,1697445
長崎,長崎,宇久島,492971,1,20,0
長崎,長崎,紐差,492973,5,111,0
長崎,長崎,肥前川内,492974,32,500,277190
長崎,長崎,江迎,492975,32,813,594381
長崎,佐賀,楠久,492976,63,5697,27082095
長崎,佐賀,伊万里,492977,51,1480,496602
長野,長野,諏訪,543800,504,12482,23223680
長野,長野,南大塩,543801,108,4434,7725711
長野,長野,蓼科,543802,2,26,0
長野,長野,松原湖,543803,11,118,83061
長野,unknown_prefecture,unknown_name,543804,3,46,17575
長野,unknown_prefecture,unknown_name,543806,4,35,13203
長野,unknown_prefecture,unknown_name,543807,27,972,996359
長野,長野,鉢伏山,543810,23,279,251669
長野,長野,蓼科山,543812,1,5,0
長野,長野,高野町,543813,32,524,324571
長野,unknown_prefecture,unknown_name,543814,6,112,63851
長野,unknown_prefecture,unknown_name,543815,5,51,0
長野,unknown_prefecture,unknown_name,543816,2,12,0
長野,unknown_prefecture,unknown_name,543817,4,57,0
長野,長野,山辺,543820,2,10,0
長野,長野,和田,543821,11,224,133127
長野,長野,春日本郷,543822,13,258,74223
長野,長野,臼田,543823,107,3606,7448289
長野,unknown_prefecture,unknown_name,543824,13,227,0
長野,unknown_prefecture,unknown_name,543825,7,76,0
長野,unknown_prefecture,unknown_name,543826,98,1958,3693883
長野,unknown_prefecture,unknown_name,543827,149,2879,8905832
長野,長野,三才山,543830,1,4,0
長野,長野,武石,543831,12,285,202153
長野,長野,丸子,543832,79,3640,3420908
長野,長野,小諸,543833,196,6621,8675082
長野,unknown_prefecture,unknown_name,543834,51,3131,6437090
長野,unknown_prefecture,unknown_name,543835,5,42,0
長野,群馬,松井田,543836,154,6114,28123971
長野,群馬,富岡,543837,205,6186,11762844
長野,長野,信濃西条,543840,13,353,0
長野,長野,別所温泉,543841,215,7187,15795728
長野,長野,上田,543842,247,10288,22358164
長野,長野,車坂峠,543843,38,1519,3144075
長野,長野,浅間山,543844,6,38,15432
長野,群馬,軽井沢,543845,9,271,38186
長野,群馬,三ノ倉,543846,15,213,20332
長野,群馬,下室田,543847,252,9821,17923283
長野,長野,麻績,543850,25,527,596656
長野,長野,坂城,543851,192,5739,12234490
長野,長野,真田,543852,23,544,142742
長野,群馬,榛名湖,543856,8,114,0
長野,群馬,伊香保,543857,70,1597,2696559
長野,長野,稲荷山,543860,89,1941,1922779
長野,長野,信濃松代,543861,164,5555,13146899
長野,長野,菅平,543862,2,19,0
長野,群馬,四阿山,543863,1,9,0
長野,群馬,大前,543864,10,76,0
長野,群馬,長野原,543865,4,55,0
長野,群馬,群馬原町,543866,33,1891,4318921
長野,群馬,金井,543867,36,477,215072
長野,長野,信濃中条,543870,11,183,0
長野,長野,長野,543871,351,12160,28947355
長野,長野,須坂,543872,178,5757,9975410
長野,長野,御飯岳,543873,1,4,0
長野,群馬,上野草津,543874,1,5,0
長野,群馬,小雨,543875,2,19,0
長野,群馬,中之条,543876,18,289,101441
長野,群馬,上野中山,543877,9,229,0
開聞岳,鹿児島,西之表,463007,10,112,35149
開聞岳,鹿児島,佐多岬/伊座敷,463045,1,16,0
開聞岳,鹿児島,伊座敷,463055,1,46,0
開聞岳,鹿児島,稲尾岳,463057,2,22,0
開聞岳,鹿児島,薩摩石垣/開聞岳,463063,3,123,0
開聞岳,鹿児島,開聞岳,463064,21,359,12455
開聞岳,鹿児島,指宿,463065,33,539,941071
開聞岳,鹿児島,大根占,463066,13,258,64667
開聞岳,鹿児島,坊,463071,4,55,0
開聞岳,鹿児島,枕崎,463072,92,1517,4458232
開聞岳,鹿児島,薩摩石垣,463073,34,687,5349
開聞岳,鹿児島,今和泉,463074,26,479,441425
開聞岳,鹿児島,二月田,463075,3,27,0
開聞岳,鹿児島,神川,463076,8,78,0
開聞岳,鹿児島,上名,463077,16,647,0
青森,青森,北金ヶ沢,614000,2,36,0
青森,青森,種里,614001,2,11,0
青森,青森,十面沢,614002,2,12,0
青森,unknown_prefecture,unknown_name,614003,27,537,173906
青森,unknown_prefecture,unknown_name,614004,28,1709,910640
青森,unknown_prefecture,unknown_name,614005,1,4,0
青森,青森,雲谷,614006,1,14,0
青森,青森,鯵ヶ沢,614011,12,201,25481
青森,青森,森田,614012,13,328,139354
青森,unknown_prefecture,unknown_name,614013,68,2044,1699413
青森,unknown_prefecture,unknown_name,614014,8,114,448164
青森,青森,青森西部,614015,62,2547,2436561
青森,青森,青森東部,614016,73,1687,2046127
青森,青森,折紙山,614017,1,13,0
青森,unknown_prefecture,unknown_name,614022,5,110,0
青森,unknown_prefecture,unknown_name,614023,15,285,0
青森,青森,油川,614025,34,987,846981
青森,青森,浅虫,614026,14,354,129514
青森,青森,東岳,614027,7,131,0
青森,unknown_prefecture,unknown_name,614032,5,149,0
青森,unknown_prefecture,unknown_name,614033,9,127,0
青森,青森,蓬田,614035,4,278,0
青森,青森,小湊,614037,8,117,0
青森,青森,津軽相内,614042,4,46,0
青森,青森,薄市,614043,1,8,0
青森,青森,津軽小国,614044,1,7,0
青森,青森,蟹田,614045,3,73,0
青森,青森,小泊,614052,7,118,0
青森,青森,陸奥平舘,614055,2,40,0
青森,unknown_prefecture,unknown_name,614056,2,71,0
青森,青森,陸奥川内,614057,1,5,0
青森,青森,三厩,614063,2,24,0
青森,青森,陸奥川内,614067,1,12,0
青森,青森,陸奥畑,614077,1,37,0
静岡,静岡,下平川,523800,183,10154,31324028
静岡,静岡,相良,523801,159,6118,55823231
静岡,静岡,相良,523802,23,571,864264
静岡,静岡,伊豆松崎,523806,4,46,0
静岡,静岡,下田,523807,23,329,41504
静岡,静岡,掛川,523810,170,8812,50392283
静岡,静岡,島田,523811,317,15018,39254532
静岡,静岡,住吉,523812,387,16410,48860730
静岡,静岡,仁科,523816,35,461,498673
静岡,静岡,湯ヶ野,523817,8,143,0
静岡,静岡,八高山,523820,27,457,895947
静岡,静岡,向谷,523821,167,3755,8119190
静岡,静岡,焼津,523822,617,15923,47866348
静岡,静岡,土肥,523826,15,188,38104
静岡,静岡,湯ヶ島,523827,14,201,32324
静岡,静岡,家山,523830,17,372,348992
静岡,静岡,伊久美,523831,9,82,16649
静岡,静岡,静岡西部,523832,379,6716,13176833
静岡,静岡,静岡東部,523833,513,16052,69720617
静岡,静岡,静岡東部,523834,20,695,3453118
静岡,静岡,達磨山,523836,12,249,462823
静岡,静岡,修善寺,523837,68,1804,5714224
静岡,静岡,高郷,523840,16,388,602660
静岡,静岡,石上,523841,2,71,0
静岡,静岡,牛妻,523842,29,384,453309
静岡,静岡,清水,523843,457,15223,49835125
静岡,静岡,興津,523844,63,2463,9125385
静岡,静岡,大瀬崎,523846,51,880,1535171
静岡,静岡,韮山,523847,274,5023,8153558
静岡,静岡,千頭,523851,10,252,320848
静岡,静岡,駿河落合,523852,2,23,0
静岡,静岡,和田島,523853,16,222,26133
静岡,静岡,蒲原,523854,147,5180,19916897
静岡,静岡,吉原,523855,549,24484,106362843
静岡,静岡,沼津,523856,471,16302,42092585
静岡,静岡,三島,523857,465,19380,70620744
静岡,山梨,篠井山,523863,4,159,0
静岡,静岡,富士宮,523864,155,11420,31090048
静岡,静岡,入山瀬,523865,417,10381,30774575
静岡,静岡,愛鷹山,523866,7,1182,3099958
静岡,静岡,裾野,523867,100,5290,28093236
静岡,静岡,梅ヶ島,523872,1,5,0
静岡,山梨,南部,523873,19,361,866552
静岡,静岡,上井出,523874,97,5663,13413050
静岡,静岡,天母山,523875,39,1935,4650536
静岡,静岡,印野,523876,6,586,2962146
静岡,静岡,御殿場,523877,157,8290,28573535
飯田,岐阜,小泉,533700,212,10600,22460776
飯田,岐阜,土岐,533701,221,5592,9525649
飯田,岐阜,瑞浪,533702,89,1639,2004237
飯田,岐阜,岩村,533703,33,898,593523
飯田,長野,浪合,533705,3,48,18001
飯田,長野,山田河内,533706,13,681,0
飯田,長野,上町,533707,4,33,0
飯田,岐阜,美濃加茂,533710,217,12499,44710904
飯田,岐阜,御嵩,533711,52,1685,1393382
飯田,岐阜,武並,533712,43,1932,4057327
飯田,岐阜,恵那,533713,174,8715,22429341
飯田,岐阜,中津川,533714,31,1677,3432555
飯田,長野,伊那駒場,533715,9,95,0
飯田,長野,時又,533716,184,7714,15727025
飯田,長野,上久堅,533717,6,61,41670
飯田,岐阜,上麻生,533720,41,689,725555
飯田,岐阜,河岐,533721,16,293,128575
飯田,岐阜,切井,533722,20,209,32074
飯田,岐阜,美濃福岡,533723,53,1837,5888304
飯田,長野,妻籠,533724,43,1227,1100857
飯田,長野,兀岳,533725,7,87,34053
飯田,長野,飯田,533726,153,3137,3833179
飯田,長野,下市田,533727,76,2325,2606885
飯田,岐阜,美濃川合,533730,14,211,0
飯田,岐阜,金山,533731,22,565,93011
飯田,岐阜,神土,533732,36,513,234864
飯田,岐阜,付知,533733,35,599,526613
飯田,長野,三留野,533734,21,425,19122
飯田,長野,南木曽岳,533735,1,4,0
飯田,長野,伊那大島,533737,77,2585,2245475
飯田,岐阜,沢,533740,9,240,0
飯田,岐阜,焼石,533741,20,657,0
飯田,岐阜,小和知,533742,23,275,74552
飯田,岐阜,加子母,533743,8,89,0
飯田,長野,木曽須原,533745,22,968,92158
飯田,長野,赤穂,533747,149,6381,13915302
飯田,岐阜,郡上市島,533750,8,194,0
飯田,unknown_prefecture,unknown_name,533751,14,128,126630
飯田,岐阜,宮地,533752,29,847,1286596
飯田,長野,上松,533755,14,400,437466
飯田,長野,伊那宮田,533757,101,4451,10433388
飯田,岐阜,二間手,533760,3,92,0
飯田,岐阜,萩原,533761,41,652,842202
飯田,岐阜,湯屋,533762,1,4,0
飯田,長野,御岳高原,533764,1,39,0
飯田,長野,木曽福島,533765,17,312,64561
飯田,長野,宮ノ越,533766,7,106,0
飯田,長野,伊那,533767,206,7944,23007246
飯田,岐阜,山之口,533771,7,145,0
飯田,岐阜,飛騨小坂,533772,10,173,193870
飯田,長野,木曽西野,533774,2,85,0
飯田,長野,末川,533775,2,16,0
飯田,長野,薮原,533776,23,286,153811
飯田,長野,宮木,533777,106,4608,8346272
高山,岐阜,六厩,543700,1,9,0
高山,岐阜,位山,543701,2,33,0
高山,岐阜,久々野,543702,12,151,127752
高山,岐阜,朝日貯水池,543703,1,5,0
高山,長野,寄合渡,543705,2,23,0
高山,長野,北小野,543707,23,461,143016
高山,岐阜,夏厩,543710,1,22,0
高山,岐阜,三日町,543711,70,1490,2407622
高山,岐阜,高山,543712,80,2526,1814746
高山,長野,梓湖,543715,2,9,0
高山,長野,古見,543716,1,5,0
高山,長野,塩尻,543717,172,10178,15242610
高山,岐阜,飛騨古川,543721,70,2173,2976478
高山,岐阜,町方,543722,16,406,480744
高山,岐阜,焼岳,543724,2,30,0
高山,長野,上高地,543725,1,5,0
高山,長野,波田,543726,20,378,133395
高山,長野,松本,543727,353,13265,51224278
高山,岐阜,角川,543730,4,31,0
高山,岐阜,林,543731,10,231,117812
高山,岐阜,船津,543732,26,608,346662
高山,長野,信濃小倉,543736,43,1801,3337322
高山,長野,豊科,543737,130,4678,6278895
高山,岐阜,鹿間,543742,3,600,0
高山,長野,有明,543746,35,667,433314
高山,長野,明科,543747,76,2251,3484214
高山,富山,利賀,543750,2,35,0
高山,長野,大町南部,543756,35,1912,5942427
高山,長野,信濃池田,543757,9,324,0
高山,富山,山田温泉,543760,4,962,4871271
高山,富山,八尾,543761,39,1142,3213712
高山,富山,千垣,543762,2,9,0
高山,富山,小見,543763,1,7,0
高山,長野,大町,543766,20,473,186389
高山,長野,日名,543767,5,91,0
高山,富山,宮森新,543770,46,2337,4261797
高山,富山,速星,543771,253,13063,23058511
高山,富山,五百石,543772,85,2251,3579588
高山,長野,神城,543776,2,63,0
高山,長野,高府,543777,9,245,0
高梁,広島,上下,523300,15,240,0
高梁,広島,高蓋,523301,19,669,99705
高梁,広島,小畠,523302,12,123,102835
高梁,岡山,地頭,523303,8,134,20994
高梁,岡山,三山,523304,9,207,0
高梁,岡山,総社西部,523305,55,4860,10377712
高梁,unknown_prefecture,unknown_name,523306,78,1792,3077379
高梁,岡山,岡山北部,523307,104,3277,5898383
高梁,広島,稲草,523310,7,130,0
高梁,広島,福永,523311,4,114,0
高梁,広島,油木,523312,7,56,0
高梁,岡山,備中市場,523313,9,195,0
高梁,岡山,高梁,523314,42,2343,6775130
高梁,岡山,豪溪,523315,11,215,1188993
高梁,岡山,東山内,523316,10,173,617288
高梁,岡山,金川,523317,50,3813,12062209
高梁,広島,庄原,523320,33,879,269936
高梁,広島,東城,523322,28,810,1018800
高梁,岡山,吹屋,523323,3,66,0
高梁,岡山,川面市場,523324,8,135,0
高梁,岡山,有漢市場,523325,15,624,0
高梁,岡山,下加茂,523326,14,1012,772170
高梁,岡山,福渡,523327,11,166,0
高梁,広島,西城,523330,2,38,0
高梁,広島,小奴可,523331,5,218,0
高梁,広島,備中矢田,523332,5,39,0
高梁,岡山,新見,523333,34,1277,940838
高梁,岡山,井倉,523334,13,313,819875
高梁,岡山,呰部,523335,19,306,282263
高梁,岡山,西川,523336,4,92,0
高梁,岡山,下弓削,523337,21,736,299997
高梁,岡山,油野,523342,2,14,0
高梁,岡山,足立,523343,9,291,0
高梁,岡山,刑部,523344,13,153,0
高梁,岡山,勝山,523345,42,1267,3328540
高梁,岡山,久世,523346,54,1691,2577010
高梁,岡山,津山西部,523347,87,2317,5139310
高梁,島根,下横田,523350,6,170,0
高梁,鳥取,上石見,523352,5,81,0
高梁,岡山,上刑部,523354,1,4,0
高梁,岡山,横部,523355,7,97,62078
高梁,岡山,美作宮原,523356,1,13,0
高梁,岡山,香々美,523357,20,287,98072
高梁,島根,横田,523360,29,753,139469
高梁,鳥取,阿毘縁,523361,2,26,0
高梁,鳥取,印賀,523362,3,29,0
