region_name_1_20000,prefecture,region_name_10km,mesh_10km,number_of_factories,number_of_workers,shipment
名寄,北海道,茂志利,664205,1,5,0
名寄,北海道,剣淵,664212,5,77,0
名寄,北海道,上士別,664213,15,167,74301
名寄,北海道,中央,664214,4,58,0
名寄,北海道,士別,664223,21,324,926348
名寄,北海道,新下川,664225,1,12,0
名寄,北海道,天塩風連,664233,13,153,90794
名寄,北海道,下川,664235,11,176,83570
名寄,北海道,一の橋,664236,1,5,0
名寄,北海道,西興部,664237,2,51,0
名寄,北海道,名寄,664243,15,305,1273613
名寄,北海道,見晴山,664244,1,9,0
名寄,北海道,美深,664252,4,29,33916
名寄,北海道,智恵文,664253,1,11,0
名寄,北海道,紋穂内,664262,1,8,0
名寄,北海道,仁宇布,664264,1,18,0
名寄,北海道,雄武,664267,5,72,33961
名寄,unknown_prefecture,unknown_name,664277,19,304,739932
和歌山,和歌山,箕島,513500,20,733,1660793
和歌山,和歌山,湯浅,513501,93,2298,2732577
和歌山,和歌山,金屋,513502,9,71,0
和歌山,和歌山,紀伊清水,513503,1,17,0
和歌山,和歌山,護摩壇山,513504,1,5,0
和歌山,奈良,風屋,513506,2,22,0
和歌山,奈良,池原,513507,3,22,0
和歌山,和歌山,初島町,513510,8,667,385130
和歌山,和歌山,海南,513511,97,2725,19145315
和歌山,和歌山,動木,513512,68,941,1323236
和歌山,和歌山,田,513513,4,121,0
和歌山,和歌山,梁瀬,513514,3,14,0
和歌山,奈良,上垣内,513515,5,30,0
和歌山,奈良,辻堂,513516,1,9,0
和歌山,奈良,釈迦ヶ岳,513517,1,6,0
和歌山,和歌山,加太,513520,1,7,0
和歌山,和歌山,和歌山,513521,566,17660,124787936
和歌山,unknown_prefecture,unknown_name,513522,134,3828,5617810
和歌山,和歌山,龍門山,513523,8,75,0
和歌山,和歌山,高野山,513524,9,106,83744
和歌山,奈良,猿谷貯水池,513525,1,4,0
和歌山,奈良,南日裏,513526,3,19,0
和歌山,和歌山,加太,513530,14,188,22250
和歌山,大阪,淡輪,513531,80,2953,4691924
和歌山,和歌山,岩出,513532,71,1532,919485
和歌山,和歌山,粉河,513533,72,2200,2927263
和歌山,和歌山,橋本,513534,117,1739,2562459
和歌山,奈良,富貴,513535,25,490,572080
和歌山,奈良,中戸,513536,9,149,0
和歌山,奈良,洞川,513537,7,46,3786
和歌山,大阪,尾崎,513541,28,633,958180
和歌山,大阪,樽井,513542,396,7180,14882314
和歌山,大阪,内畑,513543,160,2508,4727810
和歌山,大阪,岩湧山,513544,14,143,32099
和歌山,奈良,五條,513545,81,2649,5458184
和歌山,奈良,吉野山,513546,94,1554,1290589
和歌山,奈良,新子,513547,50,479,325793
和歌山,大阪,岸和田西部,513552,272,11260,36825198
和歌山,大阪,岸和田東部,513553,861,18066,39525475
和歌山,大阪,富田林,513554,273,7436,17686360
和歌山,奈良,御所,513555,246,6871,29139360
和歌山,奈良,畝傍山,513556,167,3858,11814210
和歌山,奈良,古市場,513557,45,540,329655
和歌山,兵庫,田之代,513560,5,74,53277
和歌山,大阪,堺,513563,844,31263,245707012
和歌山,大阪,古市,513564,1339,31450,69183426
和歌山,奈良,大和高田,513565,611,14740,31086546
和歌山,奈良,桜井,513566,497,11116,32830606
和歌山,奈良,初瀬,513567,28,295,0
和歌山,兵庫,須磨,513570,113,2433,3396455
和歌山,兵庫,神戸南部,513571,718,25923,102758140
和歌山,大阪,大阪西南部,513573,1071,28664,140699691
和歌山,大阪,大阪東南部,513574,5133,81494,190639683
和歌山,奈良,信貴山,513575,448,6971,11140883
和歌山,奈良,大和郡山,513576,344,23118,74179475
和歌山,奈良,大和白石,513577,65,1303,2578962
唐津,長崎,生月,502903,15,150,32831
唐津,長崎,平戸,502904,29,370,165807
唐津,長崎,志佐,502905,27,1542,2373613
唐津,長崎,今福,502906,16,225,387873
唐津,佐賀,徳須恵,502907,39,1228,404015
唐津,長崎,的山大島,502914,2,23,0
唐津,佐賀,高串,502916,9,158,0
唐津,佐賀,唐津,502917,63,2709,4399815
唐津,佐賀,波戸岬,502926,5,44,0
唐津,佐賀,呼子,502927,15,220,33568
唐津,佐賀,加唐島,502936,1,10,0
唐津,佐賀,小川島,502937,1,8,0
唐津,長崎,郷ノ浦,502945,16,239,60702
唐津,長崎,印通寺,502946,5,137,16844
唐津,長崎,湯本,502955,16,202,0
唐津,長崎,芦辺,502956,9,86,16924
唐津,長崎,勝本,502965,3,23,0
夕張岳,北海道,胆振豊田,644200,1,14,0
夕張岳,北海道,荷負,644201,1,12,0
夕張岳,北海道,振内,644202,2,25,0
夕張岳,北海道,拓成,644207,1,7,0
夕張岳,北海道,穂別,644211,1,34,0
夕張岳,北海道,三岩,644213,1,19,0
夕張岳,北海道,上美生,644217,1,6,0
夕張岳,北海道,稲里,644221,1,6,0
夕張岳,unknown_prefecture,unknown_name,644223,3,17,134666
夕張岳,unknown_prefecture,unknown_name,644227,1,7,0
夕張岳,北海道,紅葉山,644230,16,646,0
夕張岳,unknown_prefecture,unknown_name,644233,1,23,0
夕張岳,unknown_prefecture,unknown_name,644236,1,22,0
夕張岳,unknown_prefecture,unknown_name,644237,6,318,0
夕張岳,unknown_prefecture,unknown_name,644240,1,29,0
夕張岳,unknown_prefecture,unknown_name,644243,1,7,0
夕張岳,北海道,新得,644246,6,81,0
夕張岳,unknown_prefecture,unknown_name,644247,9,291,29623
夕張岳,unknown_prefecture,unknown_name,644254,4,41,0
夕張岳,北海道,狩勝峠,644256,5,74,0
夕張岳,unknown_prefecture,unknown_name,644257,9,95,0
夕張岳,北海道,芦別岳,644262,1,9,0
夕張岳,unknown_prefecture,unknown_name,644263,4,35,0
夕張岳,北海道,布部(北海道),644273,10,286,47553
夕張岳,北海道,麓郷,644274,1,11,0
夕張岳,北海道,ニペソツ,644277,1,5,0
大分,unknown_prefecture,unknown_name,493100,6,46,0
大分,unknown_prefecture,unknown_name,493101,9,112,0
大分,unknown_prefecture,unknown_name,493102,18,486,0
大分,宮崎,大菅,493103,1,11,0
大分,宮崎,熊田,493105,2,197,0
大分,宮崎,古江,493106,8,70,10958
大分,熊本,肥後吉田,493110,14,343,544979
大分,熊本,高森,493111,6,71,56010
大分,unknown_prefecture,unknown_name,493112,4,24,0
大分,大分,木浦鉱山,493114,1,8,0
大分,大分,重岡,493115,1,9,0
大分,宮崎,三川内,493116,2,36,0
大分,大分,蒲江,493117,15,147,33096
大分,熊本,阿蘇山,493120,5,71,0
大分,熊本,根子岳,493121,3,27,0
大分,大分,豊後柏原,493122,2,20,0
大分,大分,中津留,493124,3,22,0
大分,大分,千束,493125,2,23,0
大分,大分,上直見,493126,12,164,0
大分,大分,畑野浦,493127,22,752,341417
大分,熊本,坊中,493130,35,1498,2265329
大分,熊本,坂梨,493131,11,434,0
大分,大分,桜町,493132,12,137,0
大分,大分,竹田,493133,15,173,53126
大分,大分,三重町,493134,22,837,315834
大分,大分,佩楯山,493135,2,12,0
大分,大分,植松,493136,23,778,67025
大分,大分,佐伯,493137,77,2148,5312927
大分,熊本,満願寺,493140,2,18,0
大分,大分,久住,493142,6,52,0
大分,大分,朝地,493143,4,48,0
大分,大分,田中,493144,15,436,0
大分,大分,犬飼,493145,16,474,55255
大分,大分,津久見,493146,23,373,336224
大分,大分,浅海井,493147,15,214,142724
大分,熊本,宮原,493150,22,258,117068
大分,大分,湯坪,493151,4,33,0
大分,大分,大船山,493152,4,30,0
大分,大分,野津原,493154,2,129,0
大分,大分,戸次本町,493155,29,488,82026
大分,大分,臼杵,493156,84,3108,11046946
大分,大分,杖立,493160,5,71,0
大分,大分,豊後中村,493161,8,265,0
大分,大分,湯平,493162,3,37,0
大分,大分,小野屋,493163,14,704,419152
大分,大分,大分,493164,105,3559,1599904
大分,大分,鶴崎,493165,167,14904,108338424
大分,大分,坂ノ市,493166,18,745,2385729
大分,大分,佐賀関/無垢島,493167,6,508,32256726
大分,大分,天ヶ瀬,493170,12,253,0
大分,大分,豊後森,493171,19,499,84543
大分,大分,日出生台,493172,2,18,0
大分,大分,別府西部,493173,29,496,225576
大分,大分,別府東部,493174,52,948,2068297
大分,大分,家島,493175,70,2855,35721889
大分,大分,佐賀関,493177,3,27,56815
大多喜,千葉,安房和田,524040,9,85,42907
大多喜,千葉,鴨川,524050,33,702,122629
大多喜,千葉,安房小湊,524051,19,206,97961
大多喜,千葉,勝浦,524052,20,372,916648
大多喜,千葉,坂畑,524060,4,56,0
大多喜,千葉,上総中野,524061,7,143,0
大多喜,千葉,御宿,524062,15,296,0
大多喜,千葉,上総大原,524063,29,469,546264
大多喜,千葉,久留里,524070,22,351,705089
大多喜,千葉,大多喜,524071,12,109,93956
大多喜,千葉,国吉,524072,28,1194,341330
大多喜,千葉,上総長者,524073,25,411,655860
大社,島根,大社,533205,123,4370,5678140
大社,島根,出雲今市,533206,118,7820,10695806
大社,島根,宍道,533207,28,1164,1518802
大社,島根,平田(島根),533216,59,1637,2676877
大社,島根,秋鹿,533217,13,211,57554
大社,島根,恵曇,533227,20,247,145271
天塩,北海道,遠別,674106,5,52,0
天塩,北海道,天塩,674125,1,6,0
天塩,北海道,振老,674136,1,9,0
天塩,北海道,幌延,674146,2,100,0
天塩,unknown_prefecture,unknown_name,674151,3,25,0
天塩,unknown_prefecture,unknown_name,674152,2,30,0
天塩,北海道,豊富,674156,6,64,29304
天塩,unknown_prefecture,unknown_name,674161,5,29,0
天塩,unknown_prefecture,unknown_name,674162,2,69,0
天塩,unknown_prefecture,unknown_name,674170,4,35,0
天塩,unknown_prefecture,unknown_name,674171,1,23,0
天塩,北海道,曲淵,674177,2,38,0
奄美大島,鹿児島,古仁屋,422912,15,110,47687
奄美大島,鹿児島,奄美久慈,422922,3,16,0
奄美大島,鹿児島,山間,422923,1,17,0
奄美大島,鹿児島,湯湾,422932,4,88,0
奄美大島,鹿児島,住用,422933,1,15,0
奄美大島,鹿児島,奄美小湊,422934,1,17,0
奄美大島,鹿児島,喜界島南部/喜界島北部,422937,8,151,117006
奄美大島,鹿児島,名瀬西部,422943,19,179,118986
奄美大島,鹿児島,名瀬東部,422944,31,337,198762
奄美大島,鹿児島,赤尾木,422945,2,27,0
奄美大島,鹿児島,龍郷,422954,2,12,0
奄美大島,鹿児島,奄美空港,422955,3,33,0
姫路,岡山,備前瀬戸,523400,113,7668,28815162
姫路,岡山,片上,523401,78,2564,4984267
姫路,岡山,日生,523402,27,1430,4944858
姫路,兵庫,播州赤穂,523403,39,1311,5851308
姫路,兵庫,真浦,523404,13,88,64141
姫路,兵庫,高砂,523406,219,21956,135399024
姫路,兵庫,東二見,523407,494,21571,71277079
姫路,岡山,万富,523410,63,2433,2784768
姫路,岡山,和気,523411,67,1785,1613234
姫路,兵庫,備前三石,523412,53,1429,3216960
姫路,兵庫,相生,523413,97,4239,8600019
姫路,兵庫,網干,523414,265,11675,53475393
姫路,兵庫,姫路南部,523415,541,25323,122624101
姫路,兵庫,加古川,523416,292,11746,50456745
姫路,兵庫,三木,523417,406,10927,24513760
姫路,岡山,周匝,523420,26,911,951542
姫路,岡山,日笠,523421,8,187,0
姫路,兵庫,上郡,523422,16,618,0
姫路,兵庫,二木,523423,28,634,102980
姫路,兵庫,龍野,523424,238,6120,15269493
姫路,兵庫,姫路北部,523425,222,6974,14623413
姫路,兵庫,笠原,523426,126,3894,9975138
姫路,兵庫,社,523427,224,9156,30026897
姫路,岡山,柵原,523430,27,966,595606
姫路,岡山,林野,523431,25,717,0
姫路,兵庫,上月,523432,26,852,885686
姫路,兵庫,三日月,523433,39,682,133676
姫路,兵庫,安志,523434,129,3420,5949231
姫路,兵庫,前之庄,523435,97,5153,19197578
姫路,兵庫,北条,523436,160,4462,6346626
姫路,兵庫,西脇,523437,185,6598,15413810
姫路,岡山,津山東部,523440,106,4944,20066466
姫路,岡山,真加部,523441,37,740,137489
姫路,兵庫,佐用,523442,17,300,397225
姫路,兵庫,土万,523443,24,306,10813
姫路,兵庫,山崎,523444,101,1539,1296229
姫路,兵庫,寺前,523445,13,283,810760
姫路,兵庫,粟賀町,523446,40,852,548097
姫路,兵庫,中村町,523447,144,2366,3859390
姫路,岡山,楢,523450,53,1945,6229840
姫路,岡山,日本原,523451,27,1040,2097615
姫路,岡山,古町,523452,22,383,35100
姫路,兵庫,千草,523453,49,471,220287
姫路,兵庫,安積,523454,103,1099,693058
姫路,兵庫,長谷,523455,9,61,8800
姫路,兵庫,生野,523456,15,795,373166
姫路,兵庫,丹波和田,523457,29,969,971905
姫路,岡山,美作加茂,523460,6,100,0
姫路,鳥取,大背,523461,5,55,0
姫路,鳥取,坂根,523462,5,104,0
姫路,兵庫,西河内,523463,10,66,7040
姫路,兵庫,音水湖,523464,20,200,64134
姫路,兵庫,神子畑,523465,44,345,197849
姫路,兵庫,但馬新井,523466,8,112,0
姫路,兵庫,大名草,523467,7,117,0
姫路,岡山,加瀬木,523470,3,35,0
姫路,鳥取,智頭,523471,19,779,1160864
姫路,鳥取,郷原,523472,3,81,0
姫路,鳥取,岩屋堂,523473,2,24,0
姫路,兵庫,戸倉峠,523474,2,14,0
姫路,兵庫,大屋市場,523475,10,260,106824
姫路,兵庫,但馬竹田,523476,28,1255,1303368
姫路,兵庫,矢名瀬,523477,18,474,485265
宇和島,高知,足摺岬,493207,5,61,14033
宇和島,高知,下川口,493216,2,39,0
宇和島,unknown_prefecture,unknown_name,493217,23,434,38334
宇和島,愛媛,福浦,493224,1,8,0
宇和島,高知,小筑紫,493225,10,81,28750
宇和島,高知,来栖野,493226,2,21,0
宇和島,高知,下ノ加江,493227,5,75,40697
宇和島,大分,鶴御崎,493230,2,51,0
宇和島,愛媛,伊予鹿島,493233,2,11,0
宇和島,愛媛,城辺,493234,28,313,65305
宇和島,高知,宿毛,493235,33,516,127982
宇和島,高知,有岡,493236,23,733,846477
宇和島,高知,土佐中村,493237,20,389,18226
宇和島,高知,川登,493246,1,12,0
宇和島,高知,蕨岡,493247,2,11,0
宇和島,unknown_prefecture,unknown_name,493253,2,14,0
宇和島,unknown_prefecture,unknown_name,493254,11,268,0
宇和島,unknown_prefecture,unknown_name,493256,4,44,0
宇和島,unknown_prefecture,unknown_name,493263,1,11,0
宇和島,unknown_prefecture,unknown_name,493264,77,1004,1120162
宇和島,unknown_prefecture,unknown_name,493265,10,164,25267
宇和島,unknown_prefecture,unknown_name,493266,4,39,0
宇和島,unknown_prefecture,unknown_name,493267,9,81,0
宇和島,unknown_prefecture,unknown_name,493273,15,175,84797
宇和島,unknown_prefecture,unknown_name,493274,18,477,14924
宇和島,unknown_prefecture,unknown_name,493275,13,306,0
宇和島,unknown_prefecture,unknown_name,493276,6,66,0
宇都宮,埼玉,皆野,543900,160,4750,6834085
宇都宮,埼玉,安戸,543901,56,1013,531998
宇都宮,埼玉,武蔵小川,543902,276,12754,29773728
宇都宮,埼玉,東松山,543903,198,9017,32637566
宇都宮,埼玉,鴻巣,543904,327,10823,22503671
宇都宮,埼玉,久喜,543905,330,14597,46592355
宇都宮,埼玉,宝珠花,543906,258,6807,19334345
宇都宮,茨城,水海道,543907,224,10195,34879011
宇都宮,埼玉,鬼石,543910,40,701,479482
宇都宮,unknown_prefecture,unknown_name,543911,118,5917,12365580
宇都宮,埼玉,三ヶ尻,543912,227,12496,32986829
宇都宮,埼玉,熊谷,543913,315,12414,26403259
宇都宮,埼玉,加須,543914,311,11462,35116122
宇都宮,埼玉,栗橋,543915,255,11477,36695301
宇都宮,茨城,下総境,543916,242,7835,22807346
宇都宮,茨城,石下,543917,215,6441,14545564
宇都宮,群馬,藤岡,543920,179,6318,15127369
宇都宮,埼玉,本庄,543921,279,14707,74902557
宇都宮,埼玉,深谷,543922,196,10370,102226945
宇都宮,群馬,妻沼,543923,317,15567,77678044
宇都宮,群馬,館林,543924,288,10243,27231984
宇都宮,栃木,古河,543925,191,7797,20039349
宇都宮,茨城,諸川,543926,268,11451,26885773
宇都宮,茨城,下妻,543927,154,5227,6673811
宇都宮,群馬,高崎,543930,445,17552,45465261
宇都宮,群馬,伊勢崎,543931,463,19208,56675585
宇都宮,群馬,上野境,543932,413,20783,90949680
宇都宮,群馬,足利南部,543933,743,30074,184720633
宇都宮,栃木,佐野,543934,381,12672,38462858
宇都宮,栃木,下野藤岡,543935,164,5764,5860451
宇都宮,栃木,小山,543936,303,18051,68614925
宇都宮,茨城,下館,543937,229,10219,23275739
宇都宮,群馬,前橋,543940,429,15519,39910660
宇都宮,群馬,大胡,543941,310,9087,25269195
宇都宮,群馬,桐生,543942,674,15250,41001169
宇都宮,栃木,足利北部,543943,306,5854,12717190
宇都宮,栃木,田沼,543944,170,3946,6243528
宇都宮,栃木,栃木,543945,171,7614,35876878
宇都宮,栃木,小金井,543946,189,8487,28567090
宇都宮,栃木,久下田,543947,127,6886,23775542
宇都宮,群馬,渋川,543950,133,4946,15207247
宇都宮,群馬,鼻毛石,543951,63,1942,7630368
宇都宮,群馬,大間々,543952,149,2769,5162350
宇都宮,栃木,番場,543953,16,152,25381
宇都宮,栃木,仙波,543954,35,802,688448
宇都宮,栃木,下野大柿,543955,80,2764,5021350
宇都宮,栃木,壬生,543956,170,4798,9997221
宇都宮,栃木,上三川,543957,170,14889,114907480
宇都宮,群馬,鯉沢,543960,30,900,512777
宇都宮,群馬,上野花輪,543962,16,269,354488
宇都宮,群馬,沢入,543963,2,11,0
宇都宮,栃木,中粕尾,543964,2,21,0
宇都宮,栃木,鹿沼,543965,107,2757,3935339
宇都宮,栃木,宇都宮西部,543966,285,10289,29321042
宇都宮,栃木,宇都宮東部,543967,293,22662,136251608
宇都宮,群馬,沼田,543970,107,3287,10882552
宇都宮,群馬,高平,543971,10,456,0
宇都宮,栃木,足尾,543973,8,281,63613
宇都宮,栃木,古峰原,543974,1,16,0
宇都宮,栃木,文挾,543975,45,769,321411
宇都宮,栃木,大谷,543976,77,1311,1124128
宇都宮,栃木,宝積寺,543977,106,5360,14100207
室蘭,unknown_prefecture,unknown_name,634000,5,84,0
室蘭,北海道,姫川,634004,6,60,253976
室蘭,北海道,駒ヶ岳,634005,2,13,0
室蘭,unknown_prefecture,unknown_name,634006,13,402,294466
室蘭,unknown_prefecture,unknown_name,634010,1,9,0
室蘭,unknown_prefecture,unknown_name,634014,37,1135,1300813
室蘭,unknown_prefecture,unknown_name,634015,27,602,1585738
室蘭,unknown_prefecture,unknown_name,634022,8,136,193825
室蘭,unknown_prefecture,unknown_name,634023,8,276,0
室蘭,unknown_prefecture,unknown_name,634031,2,14,0
室蘭,unknown_prefecture,unknown_name,634032,7,395,90623
室蘭,北海道,室蘭,634037,37,2625,14202572
室蘭,unknown_prefecture,unknown_name,634040,1,105,0
室蘭,北海道,本輪西,634047,38,1379,1305289
室蘭,unknown_prefecture,unknown_name,634050,6,45,11346
室蘭,unknown_prefecture,unknown_name,634052,4,188,0
室蘭,北海道,伊達,634056,17,280,105320
室蘭,北海道,稀府,634057,7,165,0
室蘭,unknown_prefecture,unknown_name,634062,2,46,0
室蘭,unknown_prefecture,unknown_name,634063,2,141,0
室蘭,unknown_prefecture,unknown_name,634064,1,8,0
室蘭,unknown_prefecture,unknown_name,634065,1,6,0
室蘭,北海道,虻田,634066,17,367,31606
室蘭,北海道,壮瞥,634067,3,24,0
室蘭,unknown_prefecture,unknown_name,634072,1,42,0
室蘭,unknown_prefecture,unknown_name,634075,5,25,0
室蘭,北海道,洞爺,634076,3,14,0
宮古島,沖縄,上地,372502,5,151,0
宮古島,沖縄,伊良部島,372511,3,58,158687
宮古島,沖縄,平良,372512,47,569,536857
宮古島,沖縄,伊良部島,372521,1,5,0
宮古島,沖縄,西平安名岬,372522,1,21,0
宮崎,鹿児島,大隅柏原,473100,13,115,11109
宮崎,宮崎,都井岬,473101,1,63,0
宮崎,宮崎,都井岬,473102,1,13,0
宮崎,鹿児島,志布志,473110,72,2249,13511004
宮崎,宮崎,串間,473111,29,310,84105
宮崎,unknown_prefecture,unknown_name,473112,4,114,0
宮崎,鹿児島,大隅松山,473120,27,422,12066
宮崎,鹿児島,園田,473121,3,21,0
宮崎,宮崎,榎原,473122,19,588,241310
宮崎,宮崎,油津,473123,18,305,46302
宮崎,鹿児島,末吉,473130,32,1096,4757189
宮崎,宮崎,飫肥,473132,16,308,139867
宮崎,宮崎,鵜戸,473133,40,1527,4907096
宮崎,宮崎,都城,473140,159,5650,9343346
宮崎,宮崎,山王原,473141,5,64,25644
宮崎,宮崎,坂元,473142,12,534,264194
宮崎,宮崎,郷之原,473143,5,127,0
宮崎,宮崎,庄内,473150,117,5808,12465259
宮崎,宮崎,高城,473151,19,749,192647
宮崎,宮崎,築地原,473152,24,1148,1153450
宮崎,宮崎,日向青島,473153,7,43,14630
宮崎,宮崎,高崎新田,473160,11,653,0
宮崎,宮崎,有水,473161,4,356,0
宮崎,宮崎,田野,473162,18,406,0
宮崎,宮崎,宮崎,473163,133,5225,8596874
宮崎,宮崎,高原,473170,26,403,15844
宮崎,宮崎,紙屋,473171,13,407,12043
宮崎,宮崎,日向本庄,473172,55,2106,1837389
宮崎,宮崎,宮崎北部,473173,89,1628,823957
宮津,京都,三岳山,533500,8,113,57312
宮津,京都,河守,533501,21,314,110828
宮津,京都,梅迫,533502,16,215,45843
宮津,京都,丹波大町,533503,2,8,0
宮津,福井,久坂,533505,4,57,0
宮津,滋賀,饗庭野,533507,12,219,8464
宮津,京都,大江山,533510,14,160,27766
宮津,京都,内宮,533511,2,9,0
宮津,京都,西舞鶴,533512,78,1849,7645691
宮津,京都,東舞鶴,533513,44,1243,442253
宮津,福井,高浜,533514,15,292,86561
宮津,福井,小浜,533515,35,595,380746
宮津,福井,遠敷,533516,52,2093,4580776
宮津,滋賀,熊川,533517,4,47,0
宮津,京都,四辻,533520,60,1168,1051966
宮津,京都,宮津,533521,70,949,2183486
宮津,unknown_prefecture,unknown_name,533522,1,26,0
宮津,京都,青葉山,533523,5,411,1775403
宮津,福井,鋸崎,533525,2,99,0
宮津,福井,西津,533526,17,185,50129
宮津,福井,三方,533527,16,686,240453
宮津,京都,峰山,533530,110,2724,4008477
宮津,京都,日置,533531,2,8,0
宮津,福井,早瀬,533537,20,253,80606
宮津,京都,網野,533540,56,782,444118
宮津,京都,丹後平,533541,2,18,0
宮津,京都,丹後平田,533542,3,28,0
宮津,京都,丹後中浜,533552,1,5,0
宮津,福井,梅浦,533577,8,124,111521
富山,富山,高岡,553700,248,5995,9847285
富山,富山,富山,553701,282,13113,34655476
富山,富山,上市,553702,284,13033,29451796
富山,unknown_prefecture,unknown_name,553703,27,1378,2112321
富山,長野,白馬町,553706,2,12,0
富山,長野,塩島,553707,6,80,0
富山,富山,伏木,553710,242,10364,43014394
富山,富山,富山港,553711,45,2270,6735968
富山,富山,滑川,553712,58,1419,2292514
富山,富山,魚津,553713,155,6729,10561618
富山,長野,雨中,553717,2,23,0
富山,富山,氷見,553720,2,28,0
富山,富山,三日市,553723,140,9889,12823437
富山,富山,舟見,553724,19,323,0
富山,石川,虻ガ島,553730,4,23,0
富山,富山,青木,553733,23,1480,3895042
富山,富山,泊,553734,49,1765,2897952
富山,新潟,親不知,553735,5,41,0
富山,新潟,小滝,553736,3,1258,6996571
富山,新潟,越後大野,553737,2,15,0
富山,石川,庵,553740,2,175,0
富山,新潟,糸魚川,553746,54,1430,2699294
富山,新潟,梶屋敷,553747,22,793,1034306
富山,石川,小口瀬戸,553750,3,43,0
富山,新潟,梶屋敷,553757,9,270,465096
富山,石川,前波,553760,1,34,0
富山,石川,鵜川,553770,8,74,0
富山,石川,宇出津,553771,25,261,74732
富江,長崎,玉之浦/富江,482875,1,4,0
富江,長崎,富江/崎山,482876,12,132,70680
富江,長崎,崎山,482877,3,52,0
小串,山口,安岡,513007,44,1536,5321090
小串,山口,蓋井島,513016,1,26,0
小串,山口,川棚温泉,513017,32,1158,1161267
小串,山口,小串,513027,2,15,0
小串,山口,滝部,513037,12,174,71142
小串,山口,阿川,513047,3,75,0
尻屋崎,青森,大畑,624101,9,291,43283
尻屋崎,青森,入口,624102,1,21,0
尻屋崎,青森,尻屋,624103,1,52,0
尻屋崎,青森,下風呂,624110,2,22,0
尻屋崎,unknown_prefecture,unknown_name,624150,3,269,0
尻屋崎,unknown_prefecture,unknown_name,624160,3,101,0
尻屋崎,unknown_prefecture,unknown_name,624161,1,73,0
屋久島,鹿児島,栗生/永田岳,453033,1,29,0
屋久島,鹿児島,尾之間/安房,453035,10,85,0
屋久島,unknown_prefecture,unknown_name,453044,3,45,0
屋久島,鹿児島,安房,453045,3,21,0
屋久島,鹿児島,上中,453047,2,13,0
屋久島,鹿児島,一湊,453053,4,47,0
屋久島,鹿児島,屋久宮之浦/一湊,453054,3,147,0
屋久島,鹿児島,島間,453057,7,107,0
屋久島,鹿児島,大隅野間,453067,7,142,0
屋久島,鹿児島,浜津脇,453077,3,18,0
山口,山口,小月,513100,87,4963,16123121
山口,山口,厚狭,513101,77,6300,7685215
山口,山口,阿知須,513102,40,1387,5673734
山口,山口,台道,513103,37,1263,170019
山口,山口,防府,513104,133,12117,36744976
山口,山口,福川,513105,31,1332,4525220
山口,山口,徳山,513106,155,9753,149885222
山口,山口,呼坂,513107,49,1542,3667294
山口,山口,田部,513110,25,647,983411
山口,山口,伊佐,513111,13,443,0
山口,山口,湯ノ口,513112,12,482,883587
山口,山口,小郡,513113,48,1888,2068445
山口,山口,矢田,513114,26,1195,416382
山口,山口,島地,513115,5,197,0
山口,山口,須々万本郷,513116,9,59,0
山口,山口,菅野湖,513117,2,12,0
山口,山口,西市,513120,17,314,154358
山口,山口,於福,513121,32,1750,3260652
山口,山口,秋吉台,513122,8,498,0
山口,山口,山口,513123,16,325,258395
山口,山口,仁保,513124,12,297,45043
山口,山口,堀,513125,13,219,29718
山口,山口,周防鹿野,513126,13,219,17349
山口,山口,俵山,513130,1,18,0
山口,山口,長門湯本,513131,6,40,13362
山口,山口,秋吉台北部,513132,1,6,0
山口,山口,佐々並,513133,1,27,0
山口,山口,長門峡,513134,2,60,0
山口,山口,大原湖,513135,2,21,0
山口,山口,周防広瀬,513137,5,97,0
山口,山口,長門古市,513140,28,795,772143
山口,山口,仙崎,513141,55,1453,2683185
山口,山口,三隅中,513142,9,82,10972
山口,山口,萩,513143,67,1245,1642463
山口,山口,生雲中,513144,4,54,0
山口,山口,徳佐中,513145,6,94,0
山口,島根,六日市,513147,5,203,62106
山口,山口,青海島北部,513151,2,27,0
山口,unknown_prefecture,unknown_name,513152,7,48,8467
山口,山口,越ヶ浜,513153,28,371,200249
山口,山口,長門広瀬,513154,3,45,0
山口,山口,十種峰,513155,1,8,0
山口,島根,津和野,513156,15,228,50385
山口,島根,安蔵寺山,513157,2,16,0
山口,山口,櫃島,513163,2,148,0
山口,山口,宇田,513164,5,140,38704
山口,山口,長門新市,513165,1,5,0
山口,島根,日原,513166,9,69,32684
山口,山口,須佐,513174,7,104,78970
山口,山口,江崎,513175,11,153,22945
山口,島根,石見横田,513176,17,774,373607
山口,島根,都茂郷,513177,1,8,0
岐阜,滋賀,今津,533600,77,2162,4351251
岐阜,滋賀,南浜,533601,13,2033,10034395
岐阜,滋賀,長浜,533602,199,9450,14205081
岐阜,岐阜,関ヶ原,533603,60,2677,4152148
岐阜,岐阜,大垣,533604,421,16447,46947415
岐阜,岐阜,岐阜西部,533605,446,11760,22946905
岐阜,岐阜,岐阜,533606,828,16172,46199567
岐阜,愛知,犬山,533607,496,26251,71440002
岐阜,滋賀,海津,533610,37,718,1311126
岐阜,滋賀,竹生島,533611,47,2726,15382345
岐阜,滋賀,虎御前山,533612,47,2032,5505410
岐阜,岐阜,美束,533613,1,17,0
岐阜,岐阜,池野,533614,173,7451,19794713
岐阜,岐阜,北方,533615,273,7171,11019666
